Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Weight,Sales
FDD34,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,164
FDL34,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,141
FDM10,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,213
FDO58,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,20,166
DRD37,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,10,45
DRL49,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,13,143
DRM48,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,15,36
FDU24,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7,95
FDV48,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,79
FDI12,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,89
FDI48,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,53
FDK25,Regular,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,167
FDK26,Regular,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,5,187
FDZ49,Regular,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,11,220
FDE14,Regular,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,14,99
FDT50,Regular,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,7,97
FDZ26,Regular,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,239
FDP40,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5,111
FDD41,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7,105
FDV16,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,36
FDG41,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,111
FDM04,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,53
FDR31,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6,144
FDD44,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,257
FDV44,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,191
FDM08,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,10,223
FDW19,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,110
FDF57,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,14,170
FDQ07,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,15,220
FDZ31,Regular,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,15,193
FDZ51,Regular,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,11,93
FDM27,Regular,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,157
FDQ03,Regular,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,15,236
DRY23,Regular,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,42
FDD57,Low Fat,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,96
NCJ54,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,10,231
NCY30,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,20,180
FDW24,Low Fat,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,7,50
FDT36,Low Fat,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,12,35
FDS60,Low Fat,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,21,178
FDU23,Low Fat,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,12,165
FDW47,Low Fat,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,15,123
FDV49,Low Fat,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,10,263
DRI03,Low Fat,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,6,178
FDU38,Low Fat,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,11,194
FDR02,Low Fat,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,17,111
FDU14,Low Fat,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,18,249
FDK28,Low Fat,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6,258
FDR04,Low Fat,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,7,97
FDL08,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,11,247
FDG57,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,15,48
FDF32,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,16,199
FDL20,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,17,112
DRK35,Low Fat,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,8,38
DRP35,Low Fat,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,19,127
NCN05,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,8,182
NCK53,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,12,99
NCO41,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,12,97
NCR41,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,18,96
NCT42,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,6,148
NCV54,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,11,119
NCR06,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,12,42
NCC07,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,20,106
NCV30,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,20,65
NCN42,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,20,149
NCK19,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,10,194
NCL55,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,12,255
FDV09,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12,150
FDH33,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,13,45
FDK09,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,15,229
FDT45,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,16,53
FDM34,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,19,133
DRD12,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,7,90
DRE01,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,10,242
DRF36,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,16,193
FDG47,Low Fat,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,13,260
FDP48,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8,183
FDW12,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8,144
FDM36,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,12,172
FDU12,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,16,263
FDS11,Regular,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,7,225
FDQ59,Regular,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,10,85
FDR59,Regular,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,14,262
FDP59,Regular,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,21,104
FDN38,Regular,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,7,252
FDT01,Regular,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,14,214
FDY37,Regular,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,17,142
FDZ03,Regular,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,14,185
FDQ28,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,14,154
FDU28,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,19,190
FDR32,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,7,227
FDU19,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,9,174
FDJ44,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,12,173
FDF57,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,14,172
FDD56,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,15,176
FDC08,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,19,225
FDJ55,Regular,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,13,224
FDR57,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,6,156
FDU45,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,16,112
DRA59,Regular,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,8,185
FDB35,Regular,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12,90
FDK26,Regular,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,5,185
NCB18,Low Fat,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,20,89
DRK12,Low Fat,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,32
FDA48,Low Fat,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,12,222
FDE24,Low Fat,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,15,142
FDW48,Low Fat,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,79
FDJ50,Low Fat,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,9,52
FDO38,Low Fat,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,17,79
FDB28,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,7,199
DRG51,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,12,165
DRE15,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,13,75
FDR02,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,17,111
FDS52,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,9,99
FDZ40,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,9,53
FDM28,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,16,181
FDU40,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,21,193
DRM59,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,6,152
DRK35,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,8,38
DRM47,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,9,191
DRJ59,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,12,40
NCM29,Low Fat,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,12,129
NCO41,Low Fat,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,12,99
NCJ30,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,6,171
NCG54,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,12,171
NCY06,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,15,129
FDP27,Low Fat,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,8,188
NCL31,Low Fat,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,7,142
NCO02,Low Fat,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,11,66
NCL55,Low Fat,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,12,254
NCQ43,Low Fat,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,18,110
FDX21,Low Fat,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,7,109
FDQ34,Low Fat,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,11,107
FDA46,Low Fat,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,14,194
FDL45,Low Fat,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,16,125
FDO34,Low Fat,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,18,170
FDP10,Low Fat,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,19,107
DRE48,Low Fat,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,8,196
DRK12,Low Fat,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,10,33
FDK36,Low Fat,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,7,50
FDV36,Low Fat,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,19,125
FDP38,Low Fat,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,10,52
FDX37,Low Fat,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,16,98
DRG15,Low Fat,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,6,63
FDD53,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,16,43
FDV40,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,17,72
FDS55,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,7,148
FDV32,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,8,64
FDG45,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,8,214
FDS20,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,9,184
FDE32,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,21,40
DRH23,Low Fat,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,15,54
DRI23,Low Fat,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,19,158
NCU17,Low Fat,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,5,101
NCO05,Low Fat,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,7,99
NCM17,Low Fat,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,8,45
NCO53,Low Fat,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,16,184
NCR41,Low Fat,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,18,95
NCU42,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,9,170
NCZ42,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,10,237
NCV06,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,11,194
NCM30,Low Fat,Household,2020,OUT017,Tier 2,High,Supermarket Type1,19,41
FDK43,Low Fat,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,10,127
FDT21,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,7,250
FDW34,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,10,241
FDQ34,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,11,107
FDK34,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,13,239
FDL45,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,16,124
FDM33,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,16,220
DRD37,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,10,45
DRK13,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,12,198
DRF13,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,12,146
DRB25,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,12,107
DRJ13,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,13,159
DRG13,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,17,166
FDY47,Regular,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,9,131
FDW02,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,5,124
FDY15,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,18,156
FDD40,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,20,191
FDY04,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,18,165
FDU16,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,19,83
FDY08,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,9,139
FDX51,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,10,195
FDX03,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,16,46
FDN46,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7,101
FDM09,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,11,168
FDG34,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12,108
FDS34,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,19,115
FDE36,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,5,163
FDM24,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,6,153
FDY11,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,7,67
FDZ35,Regular,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,10,102
FDY49,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,17,164
FDE51,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,6,43
FDC03,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,9,197
FDC51,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,11,123
FDY38,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,14,235
FDS28,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,8,59
FDE41,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9,83
FDW52,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,14,166
FDV44,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,8,191
FDH20,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,16,98
FDJ27,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,18,104
FDS45,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,5,105
FDP21,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,7,189
FDZ57,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,129
FDU46,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,87
FDB58,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,143
FDU21,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,36
FDW09,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,14,79
FDJ58,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,16,173
FDD10,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,21,177
FDG26,Low Fat,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,19,256
FDI19,Low Fat,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,15,244
FDB26,Regular,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,14,54
FDQ13,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,11,84
FDV59,Low Fat,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,13,220
FDV47,Low Fat,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,17,84
FDW49,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,20,177
FDY50,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,6,90
DRG15,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,6,59
FDB15,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,11,265
FDW50,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,13,168
FDA50,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,16,95
FDN40,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6,155
FDS52,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,101
FDB08,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,162
FDO32,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,46
FDC56,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8,120
FDD08,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8,38
FDC20,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,11,57
FDL08,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,11,247
FDS43,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,12,187
FDT08,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,14,150
DRQ35,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,9,125
DRP35,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,19,127
NCM05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,7,264
NCX05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,15,117
NCW41,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,18,159
NCV18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,7,84
NCS06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,8,261
NCN18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,9,112
NCU42,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,9,169
NCN30,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,16,99
NCL18,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,19,193
FDK55,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,18,87
FDN27,Low Fat,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,21,117
FDJ45,Low Fat,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,18,35
FDT21,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,247
FDC58,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,45
FDH33,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13,43
FDE46,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,19,153
FDO58,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,166
DRJ13,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,13,161
DRI49,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,14,82
DRH25,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,19,52
FDY24,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5,53
FDP01,Regular,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,21,154
FDI50,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,8,229
FDB02,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,10,175
FDH50,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,15,186
FDW38,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,5,56
FDQ26,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,14,60
FDB03,Regular,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,18,242
FDV16,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8,35
FDC29,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8,113
FDG41,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,110
FDN04,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,179
FDH17,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,97
FDZ16,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,17,196
FDD21,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,10,114
FDT55,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,14,156
FDO19,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,47
FDS32,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,142
FDN39,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,19,169
FDU33,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8,47
FDM57,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,83
FDW46,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13,64
FDL09,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,167
FDD10,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,21,178
DRB13,Regular,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,6,190
DRN37,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,10,167
FDC10,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,119
DRH59,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,11,74
FDN12,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,16,112
FDO60,Low Fat,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,20,43
FDP11,Low Fat,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,16,218
FDT04,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,17,38
FDG45,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,8,214
FDA32,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,14,215
FDR43,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,18,38
FDB32,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,21,94
DRG11,Low Fat,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,6,109
